jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,aset,omset,marketplace,kapasitas_produksi,status_legalitas,tahun_berdiri,laba,biaya_karyawan,jumlah_pelanggan,nama_usaha,Cluster_KMeans_cat_a,Cluster_KMeans_cat_b,CrossCluster
5.0,59.0,33.0,5906068.0,15913138.0,4.0,747.0,1.0,2023.0,10007070.0,276000000.0,747.0,UD. Ghani Prima,0,1,1
2.0,63.0,25.0,6276897.0,21032157.0,4.0,701.0,1.0,2011.0,14755260.0,264000000.0,701.0,UD. Jibril Utama Qayla,1,1,11
4.0,97.0,53.0,3275121.0,14844275.0,2.0,785.0,1.0,2016.0,11569154.0,450000000.0,785.0,UD. Thariq Nirwana Weni,0,0,0
5.0,37.0,26.0,5014189.0,5817461.0,3.0,477.0,0.0,2021.0,803272.0,189000000.0,477.0,UD. Aldo Wening,0,0,0
1.0,70.0,38.0,2064663.0,2280824.0,2.0,793.0,0.0,2014.0,216161.0,324000000.0,793.0,UD. Gerry Maheswara,0,0,0
1.0,90.0,84.0,3951679.0,13032529.0,0.0,481.0,1.0,2002.0,9080850.0,522000000.0,481.0,UD. Obed Cinta,1,0,10
4.0,76.0,20.0,4727252.0,14538840.0,2.0,157.0,1.0,2015.0,9811588.0,288000000.0,157.0,UD. Hanafi Kinarya,0,0,0
5.0,92.0,53.0,4658454.0,4504915.0,3.0,849.0,0.0,2005.0,-153539.0,435000000.0,849.0,UD. Hanafi Satya,1,0,10
2.0,86.0,55.0,7330639.0,16842983.0,4.0,294.0,1.0,2013.0,9512344.0,423000000.0,294.0,UD. Mila Lingga,0,1,1
1.0,7.0,92.0,2557351.0,1225761.0,1.0,796.0,1.0,2022.0,-1331590.0,297000000.0,796.0,UD. Mika Madya,0,0,0
1.0,84.0,97.0,4301290.0,33847183.0,4.0,957.0,0.0,2017.0,30054380.0,543000000.0,957.0,UD. Prita Persada Delia,0,0,0
5.0,12.0,62.0,8746031.0,14518425.0,3.0,947.0,0.0,2018.0,5772394.0,222000000.0,947.0,UD. Putri Cendana,0,1,1
4.0,25.0,90.0,6485761.0,38996630.0,4.0,226.0,1.0,2004.0,32510869.0,345000000.0,226.0,UD. Yaniar Artha,1,1,11
2.0,9.0,41.0,7633470.0,23420976.0,2.0,558.0,1.0,2000.0,15787506.0,150000000.0,558.0,UD. Hasna Hilir,1,1,11
4.0,92.0,25.0,566656.0,49172457.0,2.0,588.0,1.0,2014.0,48605801.0,351000000.0,588.0,UD. Odie Nirbayu,0,0,0
1.0,90.0,68.0,7299353.0,3083544.0,2.0,136.0,0.0,2018.0,-4215809.0,474000000.0,136.0,UD. Mega Bintang,0,1,1
4.0,55.0,19.0,6955389.0,7912793.0,2.0,668.0,0.0,2011.0,957404.0,222000000.0,668.0,UD. Pipit Baskara,1,1,11
4.0,3.0,71.0,3409199.0,26353756.0,3.0,573.0,1.0,2020.0,22944557.0,222000000.0,573.0,UD. Dora Radhitya,0,0,0
1.0,30.0,81.0,1636075.0,27782572.0,0.0,584.0,1.0,2004.0,26146497.0,333000000.0,584.0,UD. Satria Wira,1,0,10
5.0,16.0,52.0,1862362.0,36094820.4,2.0,363.0,0.0,2016.0,33579169.0,204000000.0,363.0,UD. Yessi Nirwasita,0,0,0
1.0,7.0,68.0,8978740.0,45763098.0,4.0,400.0,0.0,2008.0,36784358.0,225000000.0,400.0,UD. Umi Indah,1,1,11
4.0,51.0,67.0,2178516.0,26961972.0,3.0,576.0,0.0,2000.0,24783456.0,354000000.0,576.0,UD. Taufik Harapan,1,0,10
1.0,36.0,4.0,2400004.0,3078826.0,3.0,18.0,0.0,2016.0,678822.0,120000000.0,18.0,UD. Qisya Resaputra,0,0,0
5.0,19.0,15.0,5142638.0,6520329.0,1.0,529.0,0.2,2019.0,1377691.0,102000000.0,529.0,UD. Baim Prana Tania,0,0,0
2.0,46.0,8.0,7551957.0,42649835.0,2.0,220.0,0.0,2020.0,35097878.0,162000000.0,220.0,UD. Fanny Jayengprana,0,1,1
4.0,73.0,24.0,2122576.0,9587681.0,4.0,110.0,1.0,2003.0,7465105.0,291000000.0,110.0,UD. Rafif Mayang,1,0,10
4.0,50.0,56.0,3419695.0,35076792.0,0.0,465.0,1.0,2024.0,31657097.0,318000000.0,465.0,UD. Qamar Madani,0,0,0
2.0,57.0,37.0,631179.0,1841739.0,0.0,458.0,0.0,2001.0,1210560.0,282000000.0,56.0,UD. Olla Buana,1,0,10
1.0,43.0,7.0,2812215.0,17138588.0,4.0,289.0,1.0,2006.0,14326373.0,150000000.0,289.0,UD. Wito Wangi,1,0,10
2.0,97.0,64.0,4595804.0,23553126.0,3.0,331.0,1.0,2001.0,18957322.0,483000000.0,331.0,UD. Desi Haji,1,0,10
1.0,10.0,30.0,4058151.0,38203090.0,4.0,38.0,1.0,2012.0,34144939.0,120000000.0,38.0,UD. Teguh Satriya Gusti,0,0,0
4.0,11.0,32.0,3696651.0,18262226.0,1.0,405.0,0.0,2004.0,14565575.0,129000000.0,405.0,UD. Marwan Prima,1,0,10
1.0,9.0,54.0,7477052.0,38355548.0,3.0,58.0,0.0,2003.0,30878496.0,189000000.0,58.0,UD. Kiki Jayabaya,1,1,11
1.0,76.0,68.0,1616274.0,48608300.0,1.0,633.0,0.0,2015.0,46992026.0,432000000.0,633.0,UD. Gusti Praja,0,0,0
2.0,53.0,81.0,8529111.0,26154916.0,0.0,718.0,1.0,2002.0,17625805.0,402000000.0,718.0,UD. Haidar Kusumasari Jay,1,1,11
2.0,33.0,35.0,3496081.0,42331567.0,2.0,330.0,0.0,2024.0,38835486.0,204000000.0,330.0,UD. Yana Anggara,0,0,0
1.0,29.0,83.0,9022347.0,48088370.0,1.0,86.0,0.0,2016.0,39066023.0,336000000.0,86.0,UD. Cici Dharma,0,1,1
2.0,14.0,23.0,5130088.0,13903649.0,4.0,112.0,1.0,2023.0,8773561.0,111000000.0,112.0,UD. Berlian Jayawarsa,0,0,0
5.0,7.0,60.0,7344053.0,29188381.0,2.0,17.0,0.0,2011.0,21844328.0,201000000.0,17.0,UD. Uti Tejakencana Nando,1,1,11
4.0,99.0,82.0,8983593.0,45367379.0,0.0,644.0,1.0,2012.0,36383786.0,543000000.0,644.0,UD. Qamar Asa,0,1,1
2.0,39.0,27.0,6821555.0,1405432.0,4.0,831.0,0.0,2000.0,-5416123.0,198000000.0,831.0,UD. Halimah Kusen,1,1,11
5.0,21.0,59.0,9492346.0,34310472.0,1.0,796.0,1.0,2008.0,24818126.0,240000000.0,796.0,UD. Gilang Putra,1,1,11
5.0,4.0,93.0,6640916.0,48546358.0,4.0,759.0,0.0,2002.0,41905442.0,291000000.0,759.0,UD. Kinan Ceria,1,1,11
1.0,95.0,78.0,1895813.0,24655579.0,2.0,933.0,0.0,2005.0,22759766.0,519000000.0,933.0,UD. Qamar Tejakusuma,1,0,10
4.0,19.0,72.0,3412521.0,21126241.0,4.0,531.0,0.0,2007.0,17713720.0,273000000.0,531.0,UD. Delia Rejo,1,0,10
5.0,86.0,38.0,2199922.0,25232212.0,1.0,698.0,1.0,2012.0,23032290.0,372000000.0,698.0,UD. Sari Permai,1,0,10
5.0,48.0,30.0,3970248.0,18950034.0,3.0,827.0,1.0,2003.0,14979786.0,234000000.0,827.0,UD. Dora Bangun,1,0,10
2.0,51.0,0.0,1811741.4,5868432.0,0.0,875.0,0.0,2008.0,4385683.0,153000000.0,875.0,UD. Maudy Sejahtera Salsa,1,0,10
4.0,65.0,12.0,2367047.0,46679031.0,0.0,595.0,1.0,2004.0,44311984.0,231000000.0,595.0,UD. Rafi Trisakti,1,0,10
4.0,18.0,99.0,4823275.0,29454228.0,2.0,539.0,0.6,2011.0,24630953.0,351000000.0,539.0,UD. Vera Berkarya,1,0,10
1.0,89.0,65.0,824868.0,39234901.0,4.0,19.0,0.0,2010.0,38410033.0,462000000.0,19.0,UD. Yaniar Jayabaya,1,0,10
1.0,99.0,41.0,1865698.0,14571155.0,4.0,990.0,0.0,2013.0,12705457.0,420000000.0,990.0,UD. Kanza Nusa,0,0,0
4.0,13.0,36.0,2364855.0,21681691.0,1.0,587.0,0.0,2011.0,19316836.0,147000000.0,587.0,UD. Obed Senopati,1,0,10
5.0,6.0,56.0,1719929.0,23502590.0,0.0,18.0,1.0,2019.0,21782661.0,186000000.0,18.0,UD. Utami Gandewa,0,0,0
5.0,56.0,34.0,2216894.0,21423583.0,0.0,648.0,0.0,2004.0,19206689.0,270000000.0,648.0,UD. Dina Cinta Yasir,1,0,10
1.0,79.0,36.0,5168910.0,31621996.0,2.0,761.0,0.0,2024.0,26453086.0,345000000.0,761.0,UD. Ulil Anindita,0,1,1
4.0,9.0,74.0,976986.0,18646930.0,0.0,559.0,1.0,2012.0,17669944.0,249000000.0,559.0,UD. Riyan Tejakusuma,0,0,0
4.0,21.0,81.0,5088661.0,16950555.0,1.0,656.0,1.0,2022.0,11861894.0,306000000.0,656.0,UD. Yusuf Langit,0,0,0
4.0,89.0,19.0,2601182.0,26463254.0,1.0,780.0,1.0,2009.0,23862072.0,324000000.0,780.0,UD. Citra Tirtayasa,1,0,10
1.0,4.0,65.0,2866837.0,22615057.0,0.0,675.0,0.0,2012.0,19748220.0,207000000.0,675.0,UD. Owen Ceria,1,0,10
4.0,75.0,87.0,8130660.0,12235629.0,1.2,400.0,0.0,2004.0,4104969.0,486000000.0,400.0,UD. Novi Tengah,1,1,11
4.0,62.4,79.0,6611998.0,31120574.0,1.0,125.0,0.0,2016.0,24508576.0,498000000.0,125.0,UD. Yasir Wijaya,0,1,1
4.0,23.0,22.0,6585536.0,41374756.0,2.0,49.0,1.0,2023.0,34789220.0,135000000.0,49.0,UD. Dito Malam,0,1,1
4.0,14.0,54.0,2076361.0,46527913.0,4.0,610.0,0.0,2005.0,44451552.0,204000000.0,610.0,UD. Qanita Harmoni,1,0,10
5.0,87.0,56.0,8223515.0,35030243.0,0.0,366.0,1.0,2009.0,26806728.0,429000000.0,366.0,UD. Qisya Baru,1,1,11
2.0,87.0,49.0,7399136.0,36365227.0,4.0,620.0,1.0,2008.0,28966091.0,243600000.0,620.0,UD. Wira Bratadikara,1,1,11
2.0,25.0,37.0,5373328.0,36240637.0,4.0,695.0,1.0,2013.0,30867309.0,186000000.0,695.0,UD. Ulil Padi,0,1,1
4.0,54.0,46.0,9308288.0,9090706.0,0.0,804.0,0.0,2024.0,-217582.0,300000000.0,804.0,UD. Vita Jayawarsa,0,1,1
1.0,97.0,92.0,1972510.0,8741145.0,4.0,748.0,1.0,2022.0,6768635.0,567000000.0,748.0,UD. Ziva Wijapranata,0,0,0
1.0,17.0,29.0,8204873.0,49730979.0,0.0,127.0,1.0,2001.0,41526106.0,138000000.0,127.0,UD. Anis Abdi Jihan,1,1,11
2.0,42.0,67.0,1036955.0,31771562.0,2.0,404.4,1.0,2015.0,30734607.0,327000000.0,80.0,UD. Ujang Tejakusuma,0,0,0
1.0,5.0,92.0,2137986.0,11674822.0,4.0,687.0,0.0,2019.0,9536836.0,291000000.0,687.0,UD. Okta Dewangga,0,0,0
4.0,44.0,42.0,7807430.0,6892438.0,4.0,669.0,1.0,2024.0,-914992.0,258000000.0,669.0,UD. Wulan Sari,0,1,1
5.0,24.0,26.0,2399817.0,17969348.0,1.0,736.0,1.0,2014.0,15569531.0,150000000.0,736.0,UD. Yaniar Kusumasari,0,0,0
5.0,80.0,96.0,5469155.0,31013812.0,4.0,891.0,0.0,2002.0,25544657.0,528000000.0,891.0,UD. Mira Bijaksana,1,1,11
4.0,15.0,81.0,879064.0,39938595.0,3.0,486.0,1.0,2023.0,39059531.0,288000000.0,486.0,UD. Prananda Prabawa,0,0,0
4.0,54.0,63.0,2917057.0,11361678.0,4.0,958.0,0.0,2000.0,8444621.0,351000000.0,958.0,UD. Nando Jatinagara,1,0,10
1.0,55.0,5.0,6040616.0,13040666.0,4.0,447.0,0.0,2014.0,7000050.0,180000000.0,447.0,UD. Mika Mayang,0,1,1
5.0,28.0,95.0,5038018.0,43493008.0,1.0,863.0,0.0,2023.0,38454990.0,369000000.0,670.6,UD. Elok Mulyo Tomi,0,0,0
1.0,63.0,30.0,2859206.0,2290579.0,3.0,158.0,0.0,2010.0,-568627.0,279000000.0,158.0,UD. Zulkarnaen Baskara,1,0,10
4.0,0.0,75.0,5133516.0,17932463.0,2.0,243.0,0.0,2022.0,12798947.0,225000000.0,243.0,UD. Joko Nirbayu,0,0,0
5.0,44.0,86.0,2420236.0,16940730.0,0.0,78.0,1.0,2018.0,14520494.0,390000000.0,78.0,UD. Citra Makmur,0,0,0
4.0,83.0,28.0,3995922.0,10681341.0,4.0,177.0,1.0,2001.0,6685419.0,333000000.0,177.0,UD. Tama Cempaka,1,0,10
5.0,25.0,2.0,3767163.0,9270747.0,2.0,446.0,0.0,2019.0,5503584.0,81000000.0,446.0,UD. Zain Jati,0,0,0
2.0,84.0,96.0,3262154.0,39357884.0,2.0,440.0,0.0,2000.0,36095730.0,540000000.0,440.0,UD. Zidan Jayengpati,1,0,10
5.0,49.0,91.0,8761723.0,23931577.0,0.0,249.0,1.0,2015.0,15169854.0,420000000.0,249.0,UD. Willy Madya Ciko,0,1,1
1.0,26.0,81.0,7087337.0,6922431.0,0.0,756.0,0.0,2008.0,-164906.0,321000000.0,756.0,UD. Nadia Persada,1,1,11
5.0,99.0,85.0,3320626.0,8278925.0,2.0,575.0,1.0,2023.0,4958299.0,552000000.0,575.0,UD. Khalid Pramudita,0,0,0
5.0,34.0,19.0,2783327.0,29943342.0,3.0,979.0,1.0,2012.0,27160015.0,159000000.0,979.0,UD. Aqila Widhi,1,0,10
4.0,79.0,79.0,5202995.0,12880521.0,1.0,42.0,1.0,2023.0,7677526.0,474000000.0,42.0,UD. Via Anggrek,0,0,0
5.0,28.0,57.0,7587099.0,32628737.0,2.0,714.0,1.0,2023.0,25041638.0,255000000.0,714.0,UD. Syana Adikara Bella,0,1,1
1.0,6.0,56.0,7830618.0,31909736.0,0.0,506.0,0.0,2024.0,24079118.0,186000000.0,506.0,UD. Marsya Prima,0,1,1
5.0,61.0,70.0,8855183.0,17322645.0,1.0,877.0,1.0,2002.0,8467462.0,393000000.0,877.0,UD. Tari Mega,1,1,11
1.0,70.0,3.0,2532876.0,43554177.0,0.0,857.0,1.0,2006.0,41021301.0,219000000.0,857.0,UD. Suci Sehat,1,0,10
1.0,33.0,41.0,6665864.0,8391731.0,2.0,220.0,1.0,2016.0,1725867.0,222000000.0,220.0,UD. Ony Tejakencana,0,1,1
1.0,47.0,33.0,3301463.0,11512296.0,1.0,78.0,1.0,2012.0,7769151.0,240000000.0,78.0,UD. Qila Sejahtera,0,0,0
5.0,4.0,99.0,4533589.0,16304826.0,0.0,672.0,1.0,2016.0,11771237.0,309000000.0,672.0,UD. Panji Rejo,0,0,0
2.0,7.0,17.0,6392889.0,33633470.0,0.0,63.0,1.0,2007.0,27240581.0,72000000.0,63.0,UD. Bayu Sidarta,1,1,11
1.0,71.0,96.0,6814172.0,30994923.0,3.0,780.0,1.0,2006.0,24180751.0,501000000.0,780.0,UD. Opik Satria Nadia,1,1,11
5.0,42.0,64.0,3169481.0,40652893.0,0.0,951.0,1.0,2024.0,37483412.0,318000000.0,951.0,UD. Amir Nirmala,0,0,0
5.0,92.0,24.0,6768886.0,30225537.6,4.0,827.0,1.0,2013.0,27478255.0,348000000.0,827.0,UD. Juni Sakti,0,1,1
4.0,51.0,44.0,4619209.0,48190182.0,2.0,283.0,1.0,2021.0,43570973.0,285000000.0,283.0,UD. Qisya Asa,0,0,0
1.0,73.0,13.0,5896744.2,13035837.0,4.0,780.0,1.0,2008.0,6819651.0,258000000.0,780.0,UD. Damar Ranggalawe,1,1,11
1.0,27.4,10.0,785391.0,28439534.0,2.0,371.0,0.0,2007.0,27654143.0,30000000.0,371.0,UD. Rafa Saputranegara,1,0,10
4.0,37.0,51.0,3487263.0,15479397.0,3.0,124.0,0.0,2000.0,11992134.0,264000000.0,124.0,UD. Wenny Kinarya,1,0,10
1.0,91.0,7.0,2477144.0,43410574.0,2.0,268.0,0.0,2023.0,41245600.0,294000000.0,268.0,UD. Daffa Putra,0,0,0
5.0,6.0,59.0,2238187.0,21122564.0,3.0,663.0,0.0,2010.0,18884377.0,195000000.0,663.0,UD. Pandu Mega,1,0,10
2.0,80.0,41.0,933007.0,35138865.0,1.0,145.0,1.0,2015.0,34205858.0,363000000.0,145.0,UD. Raka Agung,0,0,0
4.0,55.0,15.0,8164390.0,7928485.0,4.0,809.0,0.0,2014.0,-235905.0,210000000.0,809.0,UD. Kevin Lingga,0,1,1
2.0,45.0,38.0,3179795.0,17543586.0,4.0,871.0,0.0,2020.0,14363791.0,249000000.0,871.0,UD. Damar Sakti,0,0,0
5.0,23.0,94.0,1562076.0,4008162.0,3.0,28.0,0.0,2008.0,2446086.0,351000000.0,28.0,UD. Hanaura Jayengpati,1,0,10
4.0,34.0,41.0,2309430.0,44981264.0,4.0,783.0,0.0,2008.0,42671834.0,225000000.0,783.0,UD. Anis Radhitya,1,0,10
4.0,72.0,17.0,1090120.0,44570772.0,4.0,850.0,1.0,2011.0,43480652.0,267000000.0,850.0,UD. Tomi Prawira Vina,1,0,10
2.0,41.0,6.0,9993504.0,24160429.0,3.0,569.0,0.0,2016.0,14166925.0,141000000.0,569.0,UD. Qila Jatinagara,0,1,1
2.0,66.0,3.0,6329956.0,18946041.0,3.0,231.0,0.0,2018.0,12616085.0,207000000.0,231.0,UD. Olla Kamajaya,0,1,1
2.0,43.0,95.0,8899366.0,43187501.0,0.0,193.0,0.0,2002.0,34288135.0,414000000.0,193.0,UD. Wito Indah Niken,1,1,11
2.0,3.0,94.0,1095066.0,17288803.0,4.0,335.0,0.0,2002.0,16193737.0,291000000.0,335.0,UD. Livia Mega,1,0,10
5.0,95.0,73.0,4797147.0,11964872.0,4.0,326.0,0.0,2009.0,7167725.0,504000000.0,326.0,UD. Guntur Galang,1,0,10
5.0,76.0,29.0,4853559.0,20336557.0,1.0,185.0,0.0,2021.0,15482998.0,315000000.0,185.0,UD. Dito Wisnu,0,0,0
1.0,23.0,49.0,7665166.0,16057208.0,4.0,40.0,0.0,2007.0,8392042.0,216000000.0,40.0,UD. Pipit Panuluh,1,1,11
1.0,70.0,98.0,1525030.0,35571113.0,3.0,179.0,0.0,2018.0,34046083.0,504000000.0,179.0,UD. Tasya Resaputra,0,0,0
1.0,18.0,44.0,7066325.0,32890381.0,2.0,222.0,1.0,2018.0,25824056.0,186000000.0,222.0,UD. Putra Galuh,0,1,1
2.0,90.0,30.0,9846519.0,8731795.0,0.0,561.0,0.0,2021.0,-1114724.0,360000000.0,561.0,UD. Riko Elok,0,1,1
4.0,49.0,94.0,9324545.0,28566169.0,3.0,448.0,0.0,2013.0,19241624.0,429000000.0,448.0,UD. Jihan Sidarta,0,1,1
5.0,90.0,45.0,1424263.0,24759154.0,3.2,344.0,0.0,2022.0,23334891.0,405000000.0,344.0,UD. Ghani Taruna,0,0,0
2.0,17.0,53.0,5051518.0,6003174.0,4.0,756.0,0.0,2006.0,951656.0,210000000.0,756.0,UD. Fatiah Sumirat Desta,1,0,10
2.0,93.0,45.0,8176518.0,13591209.0,3.0,286.0,1.0,2007.0,5364485.6,414000000.0,286.0,UD. Tomi Atma,1,1,11
2.0,27.0,96.0,3070070.0,34611443.0,4.0,308.0,0.0,2004.0,31541373.0,369000000.0,308.0,UD. Galih Utama,1,0,10
2.0,28.0,4.0,8125666.0,16943882.0,1.0,471.0,0.0,2005.0,8818216.0,96000000.0,471.0,UD. Niken Makmur Fani,1,1,11
4.0,72.0,9.0,8098182.0,49230726.0,1.0,323.0,0.0,2021.0,41132544.0,243000000.0,323.0,UD. Ilham Cahaya,0,1,1
2.0,84.0,22.0,3474905.0,8099702.0,0.0,175.0,0.0,2024.0,4624797.0,318000000.0,175.0,UD. Vidi Utama,0,0,0
5.0,44.0,6.0,7991481.0,17270955.0,2.0,137.0,0.0,2008.0,9279474.0,150000000.0,137.0,UD. Iqbal Permai,1,1,11
5.0,6.0,57.0,3047272.0,11540062.0,3.0,981.0,1.0,2002.0,8492790.0,189000000.0,981.0,UD. Bulan Sulaksana,1,0,10
4.0,44.0,46.0,623565.0,2298481.0,0.0,646.0,0.0,2020.0,1674916.0,270000000.0,646.0,UD. Tomi Mandala,0,0,0
5.0,88.0,91.0,6334324.0,11184790.0,4.0,536.0,1.0,2022.0,4850466.0,537000000.0,536.0,UD. Pandu Darussalam,0,1,1
4.0,25.0,20.0,5771465.0,43284686.0,3.0,710.0,1.0,2011.0,37513221.0,135000000.0,710.0,UD. Fajar Jayaningrat Bayu,1,1,11
1.0,69.0,30.0,5914169.0,10092160.0,3.0,46.0,1.0,2016.0,4177991.0,297000000.0,46.0,UD. Clarissa Setia,0,1,1
1.0,48.0,26.0,5161142.0,9057582.0,4.0,788.0,1.0,2013.0,3896440.0,222000000.0,788.0,UD. Chiko Paseban,0,1,1
5.0,83.0,28.0,5893800.0,27657545.0,0.0,103.0,1.0,2014.0,21763745.0,286200000.0,103.0,UD. Hanaura Sehat,0,1,1
5.0,17.0,9.0,3748775.0,1249768.0,0.0,898.0,0.6,2018.0,-2499007.0,78000000.0,898.0,UD. Oki Wijaksana,0,0,0
5.0,83.0,71.0,4128011.0,20147351.0,1.0,639.0,0.0,2022.0,16019340.0,462000000.0,639.0,UD. Qisha Agastya,0,0,0
2.0,39.0,8.0,2672653.0,10910606.0,3.0,108.0,1.0,2018.0,8237953.0,141000000.0,108.0,UD. Ovan Jayawarsa Putra,0,0,0
1.0,17.0,10.0,2015575.0,15344048.0,0.0,172.0,1.0,2021.0,13328473.0,81000000.0,172.0,UD. Qory Asri,0,0,0
1.0,46.0,21.0,8153742.6,22384367.0,3.0,691.0,0.0,2023.0,12968935.0,201000000.0,691.0,UD. Satria Wiratama,0,1,1
5.0,0.0,89.0,9763715.0,23661780.0,1.0,51.0,1.0,2007.0,13898065.0,267000000.0,51.0,UD. Raka Segar,1,1,11
1.0,32.0,49.0,721170.0,14451733.0,2.0,61.0,0.0,2023.0,13730563.0,243000000.0,61.0,UD. Karla Saprahan,0,0,0
5.0,38.0,39.0,3613106.0,23713367.0,2.0,622.0,1.0,2016.0,20100261.0,231000000.0,622.0,UD. Syifa Madya,0,0,0
5.0,22.0,65.0,7149237.0,7558665.0,1.0,549.0,1.0,2010.0,409428.0,261000000.0,549.0,UD. Andi Praja,1,1,11
2.0,13.0,62.0,897506.0,33679574.0,3.0,242.0,1.0,2018.0,32782068.0,225000000.0,242.0,UD. Jihan Wetan,0,0,0
5.0,91.0,18.0,8119017.0,43981327.0,0.0,403.0,1.0,2004.0,35862310.0,327000000.0,403.0,UD. Daffa Padi,1,1,11
4.0,84.0,15.0,5282900.0,43674976.0,0.0,212.0,1.0,2021.0,38392076.0,297000000.0,212.0,UD. Ujang Kamajaya,0,0,0
5.0,43.0,3.0,4723404.0,49404515.0,4.0,11.0,0.0,2002.0,44681111.0,138000000.0,11.0,UD. Odie Wisnu Zainab,1,0,10
5.0,36.0,48.0,8700386.0,3836711.0,0.0,395.0,1.0,2022.0,-4863675.0,252000000.0,395.0,UD. Livia Panembahan,0,1,1
5.0,70.0,37.0,7490907.0,20107417.0,3.0,503.0,1.0,2005.0,12761343.0,321000000.0,503.0,UD. Carissa Pancasila,1,1,11
5.0,75.0,6.0,4932166.0,6571905.0,3.0,90.0,0.0,2010.0,1639739.0,243000000.0,90.0,UD. Gerry Kusen,1,0,10
2.0,36.0,54.0,6164164.0,5549857.0,1.0,712.0,0.4,2021.0,-614307.0,270000000.0,712.0,UD. Erni Sentosa,0,1,1
1.0,27.0,13.0,9054545.0,4383070.0,4.0,497.0,1.0,2001.0,-4671475.0,120000000.0,497.0,UD. Yasir Kalbu,1,1,11
2.0,6.0,75.0,9412667.0,11459495.0,0.0,634.0,1.0,2012.0,2046828.0,243000000.0,634.0,UD. Alya Suryaatmaja,1,1,11
5.0,51.0,84.0,3522093.0,39226859.0,3.0,470.0,1.0,2021.0,35704766.0,405000000.0,470.0,UD. Prananda Tirtaatmaja,0,0,0
5.0,41.8,33.0,7361619.0,27684606.0,3.0,943.0,0.0,2009.0,20322987.0,147000000.0,943.0,UD. Gadis Wijaya,1,1,11
1.0,61.0,20.0,7583611.0,41091218.0,2.0,331.0,1.0,2015.0,33507607.0,243000000.0,331.0,UD. Budi Kencana,0,1,1
6.0,36.0,35.0,1515325.0,18331832.0,3.0,194.0,0.0,2004.0,16816507.0,213000000.0,194.0,UD. Pipit Widjaja,1,0,10
1.0,13.0,62.0,6028218.0,31786001.0,4.0,61.0,0.0,2018.0,25757783.0,225000000.0,61.0,UD. Diva Kulon,0,1,1
1.0,50.0,41.0,7744353.0,13382071.0,0.0,995.0,0.0,2000.0,5637718.0,273000000.0,995.0,UD. Tasya Mardika,1,1,11
4.0,54.0,48.0,8069508.0,21076209.0,2.0,420.0,1.0,2024.0,13006701.0,306000000.0,420.0,UD. Hilmiyah Sukma,0,1,1
1.0,56.0,70.0,4048454.0,33810818.0,3.0,766.0,1.0,2023.0,29762364.0,378000000.0,766.0,UD. Riko Wijaya,0,0,0
4.0,3.0,84.0,9238217.0,9097990.0,4.0,635.0,0.0,2021.0,-140227.0,261000000.0,635.0,UD. Mila Jagadmaya,0,1,1
1.0,85.0,9.0,1805371.0,43629860.0,1.0,830.0,0.0,2006.0,41824489.0,282000000.0,830.0,UD. Marsya Kencana,1,0,10
4.0,48.0,20.0,992390.0,4673926.0,0.0,944.0,1.0,2017.0,3681536.0,204000000.0,944.0,UD. Abel Utamajaya,0,0,0
4.0,80.0,79.0,3078486.0,41846327.0,1.0,430.0,0.0,2005.0,38767841.0,477000000.0,430.0,UD. Krisna Wetan,1,0,10
2.0,34.0,62.0,3985159.6,39057922.0,4.0,234.0,0.0,2004.0,34287697.0,288000000.0,234.0,UD. Hana Bangun,1,0,10
2.0,52.0,88.0,4138945.0,10784402.0,1.0,962.0,0.0,2000.0,6645457.0,420000000.0,962.0,UD. Gilangga Sulaksana,1,0,10
2.0,31.0,76.0,9069528.0,20774965.0,0.0,987.0,0.0,2001.0,11705437.0,321000000.0,987.0,UD. Mira Baskara Willy,1,1,11
1.0,94.0,49.0,9235087.0,32347353.0,4.0,38.0,0.0,2008.0,23112266.0,429000000.0,38.0,UD. Bayu Trijaya Dito,1,1,11
2.0,88.0,26.0,4617479.4,49064684.0,3.0,589.0,1.0,2006.0,44893052.0,342000000.0,589.0,UD. Yudi Elok,1,0,10
1.0,9.0,7.0,650558.0,47174386.0,1.0,377.0,0.0,2004.0,46523828.0,48000000.0,377.0,UD. Anis Tengah,1,0,10
1.0,61.0,29.0,7429062.0,1499255.0,2.0,487.0,1.0,2024.0,-5929807.0,270000000.0,487.0,UD. Maudy Kusumah,0,1,1
1.0,1.0,94.0,6877732.0,11559270.0,1.0,431.0,0.0,2022.0,4681538.0,285000000.0,431.0,UD. Ghani Paseban,0,1,1
5.0,62.0,70.0,2089915.0,22864066.0,4.0,602.0,1.0,2022.0,20774151.0,396000000.0,602.0,UD. Umi Gatra,0,0,0
1.0,90.0,29.0,868244.0,10901533.0,2.0,130.0,0.0,2004.0,10033289.0,357000000.0,130.0,UD. Tari Anindita,1,0,10
1.0,75.0,17.0,9617190.0,47823988.0,4.0,441.0,0.0,2020.0,38206798.0,276000000.0,441.0,UD. Dito Gemilang,0,1,1
5.0,15.0,22.0,3192969.0,42020320.0,4.0,514.0,1.0,2002.0,38827351.0,111000000.0,514.0,UD. Lana Kusumah,1,0,10
5.0,15.0,37.0,9508373.0,5150845.0,2.0,753.0,0.0,2003.0,-4357528.0,156000000.0,753.0,UD. Hanaura Sukarela,1,1,11
