nama_usaha,laba,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,tahun_berdiri,status_legalitas,marketplace,kapasitas_produksi,aset,omset,biaya_karyawan,jumlah_pelanggan,Cluster_KMeans_cat_a,Cluster_KMeans_cat_b,CrossCluster
UD. Umi Brawijaya,7371085.0,0.0,-1.4075633478364848,1.2741530836152182,-1.3853578130962003,1.0,0.0,0.6971642608240505,-0.1605212815631171,-0.9440888974073248,-0.0930293809480061,0.6973518098796236,1,0,10
UD. Qori Mulya,21088054.0,1.0,-0.5085469827006319,0.2371751836966508,-1.5235478137642209,0.0,0.0,0.6655076480637775,0.3437548792503537,0.1312386071247913,-0.1910672662160112,0.6656765955692799,1,1,11
UD. Grego Madya,-6135390.0,5.0,0.4250469349404462,-0.4887093462463463,1.2402521995961897,0.6,1.0,-0.5479958410800202,1.7320193827736552,-1.5314382412483516,-0.0440104383140036,-0.548539952993892,0,1,01
UD. Taufik Senopati,16259690.0,4.0,-0.0590388001327054,0.0643455337102229,-1.6617378144322414,0.0,1.0,1.0559392054404777,-0.6379309315253653,-0.4097394201380451,0.0050085043199988,1.056337572063518,1,0,10
UD. Sari Panuluh,7778619.0,4.0,-1.2692531378155845,-0.9726323662083444,-1.3853578130962003,0.0,3.0,1.6574148478856645,-1.2358322462062887,-1.1223205566447116,-1.5881071312850832,1.6581666439600466,1,0,10
UD. Guntur Kusen Koko,12841518.0,2.0,1.566106167612875,1.3432849436097891,0.8256821975921281,1.0,0.0,-0.5022696226485147,1.066111812096614,-0.3226161713259921,2.063804094948105,-0.5027868656567289,0,1,01
UD. Sekar Wirawati,34634216.0,2.0,-0.5777020877110821,0.6174004136667922,-0.2798378077520361,1.0,1.0,0.9644867685774668,-1.667697798981087,0.6866184511765193,0.0295179756370001,0.964831397389192,1,0,10
UD. Carissa Adikara,23524781.0,2.0,1.53152861510765,-1.3874235261757712,0.4111121955880665,1.0,2.0,1.5765146152760778,-0.6840303775656582,0.093234615199678,0.1030463895880039,1.5772188740558353,0,0,00
UD. Erni Senja,15467525.0,5.0,-0.4048143251849565,-0.9035005062137732,-1.6617378144322414,0.0,0.0,-1.0545016452443878,-1.324579701909416,-0.5976951837040779,-0.9263514057260492,-1.0553433819593898,1,0,10
UD. Krisna Agung,41753368.0,1.0,-0.6468571927215323,-0.5232752762436319,-0.2798378077520361,1.0,2.0,-0.9138055885320636,-0.6061684183287741,1.3924738128504826,-0.8283135204580441,-0.914564651691196,1,0,10
UD. Esa Lingga,28255405.0,2.0,1.0128653275292732,0.963059713639648,1.2402521995961897,1.0,1.0,1.6890714606459372,0.9093343049620136,0.7331632225039697,1.4020483693890708,1.6898418582703902,0,1,01
UD. Asep Wijapranata Kevin,11358458.0,5.0,1.3586408525815243,-1.0417642262029156,0.1347321942520254,1.0,3.0,-0.5057870240663229,0.9074394561404472,-0.4576383643881309,0.2255937461730102,-0.5063063339134338,0,1,01
UD. Yora Citra,38334305.0,4.0,1.0474428800344984,0.0643455337102229,1.6548222016002512,1.0,0.0,0.6021944225432315,0.3351987728636367,1.3327574007604732,0.7893115864640393,0.6023261669485928,0,1,01
UD. Iqra Adyatma,25439218.0,4.0,-0.9926327177737836,-1.2491598061866291,0.8256821975921281,1.0,0.0,-0.5515132424978283,0.7446299891849526,0.5030576730566049,-1.5881071312850832,-0.5520594212505968,0,1,01
UD. Mario Prima,32417104.0,5.0,1.7044163776337755,-0.3850115562544896,-0.5562178090880772,1.0,1.0,-0.1821860936279768,1.4814702883232582,1.1364740479104058,0.9363684143660468,-0.1825152542965879,1,1,11
UD. Jihan Yudhistira,22406476.0,5.0,-0.543124535205857,0.79023006365322,0.272922194920046,0.0,2.0,-1.666529491942999,1.737486475567564,0.4804677634920196,0.1765748035390077,-1.667730858626033,0,1,01
UD. Prananda Baru Joko,-2769942.0,2.0,-0.9580551652685584,-0.5578412062409175,-0.003457806415995,0.0,4.0,-0.6324134751074149,0.3724679158851893,-1.55597870653512,-1.0734082336280566,-0.6330071911548083,0,1,01
UD. Zain Gatra,16023318.0,4.0,-0.8889000602581082,1.1704552936233614,1.3784422002642105,0.0,1.0,1.1755308536459532,-1.036018314687123,-0.5030043902201017,0.201084274856009,1.1759994927914827,0,0,00
UD. Iman Anggrek Ujang,3250909.0,3.0,0.6325122499717969,0.5828344836695066,-0.2798378077520361,0.0,2.0,-0.1786686922101687,-0.003376226473174,-1.2041241976998056,0.862840000415043,-0.2050398511394988,1,1,11
UD. Tami Adyatma,-7131699.0,5.0,-1.5458735578573854,0.8939278536450768,-1.3853578130962003,1.0,2.0,1.5624450096048452,1.5378841403812542,-1.638992303668115,-0.4606714507030251,1.563141001029016,1,1,11
UD. Eni Gandewa Agus,16231918.0,5.0,1.3586408525815243,-1.3182916661812003,0.549302196256087,1.0,4.0,-0.3686083687718066,1.4949114145467182,-0.0012305884763651,0.0295179756370001,-0.3690470719019448,0,1,01
UD. Teguh Sahaja,-1474730.0,4.0,0.3213142774247708,-0.2813137662626329,-1.1089778117601592,1.0,0.0,-0.6148264680183743,0.5190514585133496,-1.4365174194311772,0.0295179756370001,-0.615409849871284,1,1,11
UD. Vidi Pagi,6815000.0,4.0,-1.5458735578573854,1.2395871536179326,0.1347321942520254,1.0,3.0,-1.1705758920320557,0.9710596642750527,-0.7654939131732142,-0.2155767375330124,-1.1714858344306498,0,1,01
UD. Alvino Pagi,1475706.0,5.0,-1.0963653752894589,1.6889442435826452,-1.5235478137642209,1.0,4.0,-0.7238659119704256,-1.368502780823702,-1.591910752594681,0.4216695167090203,-0.7245133658291343,1,0,10
UD. Marsya Trisula,26923259.0,2.0,-1.0963653752894589,-0.6615389962327742,-1.5235478137642209,0.0,1.0,0.4368765559062503,0.364696692781594,0.5344943384557111,-1.2449745328470656,0.436911158883465,1,1,11
UD. Romi Saprahan,41132833.0,5.0,1.53152861510765,0.7210982036586489,-0.003457806415995,1.0,2.0,1.4076793472212883,-1.153978145083937,1.243329430091172,1.598124139925081,1.4082843977340025,1,0,10
UD. Kanza Merdeka,40052704.0,5.0,1.254908195065849,-1.4219894561730568,1.1020621989281691,0.0,4.0,0.0745842098720151,-0.812804684206269,1.2328901595725423,-0.1175388522650074,0.0744059284428658,0,0,00
UD. Fitri Nirwana,11499836.0,1.0,-1.3384082428260349,0.0297796037129373,-0.4180278084200566,0.0,2.0,-0.5304088339909796,-0.9728623005837662,-0.8095419083597106,-0.9263514057260492,-0.5309426117103677,1,0,10
UD. Abdi Kelana Xenia,22016935.0,2.0,-1.3038306903208094,-0.4541434162490607,1.1020621989281691,1.0,0.0,0.4122547459815936,0.6465715626688971,0.2430769736701667,-1.2449745328470656,0.412274881086531,0,1,01
UD. Erlin Suryaputra Naufal,27169422.0,2.0,1.220330642560624,-0.9726323662083444,1.3784422002642105,0.0,2.0,-0.3721257701896147,-1.3310231397201555,0.3861915846300564,0.1765748035390077,-0.3725665401586496,0,0,00
UD. Ucup Dewangga Qiana,36403550.0,4.0,-0.0244612476274802,-1.4219894561730568,-0.9707878110921389,1.0,3.0,-0.02742043124442,-1.7109992679071546,0.802939587334373,-1.0243892909940542,-0.0276586510015747,1,0,10
UD. Qamar Tirtaatmaja,31814022.0,5.0,0.5633571449613467,1.032191573634219,-1.3853578130962003,0.0,1.0,1.4991317840842993,0.6856678290421571,0.940833083526526,1.132444184902057,1.4997905724083285,1,1,11
UD. Reza Suryaatmaja,60623.0,5.0,0.8745551175083727,0.4791366936776498,-0.1416478070840156,1.0,0.0,-0.1294250723608552,0.5855769062630924,-1.3155447087951966,0.960877885683048,-0.1297232304460152,1,1,11
UD. Eddy Baswara,23541574.0,2.0,-0.6814347452267575,0.4445707636803643,0.8256821975921281,1.0,2.0,-0.0836988539293497,0.0820867269836058,0.2418569428444408,-0.1665577948990099,-0.0839701431088522,0,1,01
UD. Odie Santosa,9619553.0,2.0,0.909132670013598,1.205021223620647,-1.1089778117601592,1.0,3.0,1.25643108625554,-0.0320504582441985,-0.7609538654489778,1.500086254657076,1.256947262695694,1,1,11
UD. Hanaura Darussalam,22788060.0,1.0,-0.9580551652685584,0.79023006365322,-1.5235478137642209,1.0,3.0,1.0207651912623965,-1.442163564427608,-0.1045721381553653,-0.1175388522650074,1.0211428894964694,1,0,10
UD. Eni Sahaja,43060806.0,5.0,0.909132670013598,-1.3182916661812003,0.8256821975921281,0.0,1.0,1.6996236648993617,-1.180428418858243,1.3740701371389783,-0.2891051514840163,1.7004002630405048,0,0,00
UD. Olla Cinta,42403902.0,2.0,0.667089802477022,-0.7998027162219166,-0.4180278084200566,1.0,0.0,-1.6911513018676556,-0.820472305645161,1.3970629661637664,-0.0930293809480061,-1.692367136422967,1,0,10
UD. Prananda Padi,23091769.0,5.0,0.2521591724143206,-0.1084841162762049,-0.2798378077520361,0.0,1.0,-0.3299169531759174,1.1884174211566458,0.4230802385634813,0.1030463895880039,-0.3303329210781915,1,1,11
UD. Muthia Hastinapura Gerry,38970544.0,0.0,0.5633571449613467,0.79023006365322,-1.6617378144322414,1.0,1.0,-0.4882000169772823,0.5682721335050865,1.422437169672608,0.960877885683048,-0.4887089926299096,1,1,11
UD. Qori Anggrek,18968960.0,1.0,0.7016673549822471,1.4124168036043605,-1.6617378144322414,1.0,3.0,-0.9454622012923364,-1.631377910788422,-0.4100526532067739,1.500086254657076,-0.9462398660015396,1,0,10
UD. Dora Tirta Pasha,25316078.0,3.0,-1.4075633478364848,-0.765236786224631,-0.5562178090880772,0.0,4.0,-1.0298798353197312,-1.3638886628663949,0.088597765352987,-1.5390881886510808,-1.0307071041624558,1,0,10
UD. Yessi Adhi,11923781.0,2.0,1.53152861510765,-0.5232752762436319,-1.3853578130962003,0.0,2.0,-0.1048032624361984,1.0620398639817992,-0.3880569424054948,0.7157831725130355,-0.1050869526490813,1,1,11
UD. Sella Wangi,30371154.0,4.0,0.5979346974665718,-0.4195774862517751,1.1020621989281691,0.0,0.0,-1.3007197444909555,0.6411678023413971,0.8306149900613634,0.1275558609050052,-1.3017061599287292,0,1,01
UD. Jihan Bahari Qory,3978605.0,5.0,-0.2319265626588309,1.5852464535907884,0.8256821975921281,0.0,4.0,-1.0545016452443878,0.4492561518620939,-1.0657469022537251,0.960877885683048,-1.0553433819593898,0,1,01
UD. Vera Mandiri Gilangga,33022245.0,4.0,0.667089802477022,-0.3158796962599184,0.1347321942520254,1.0,1.0,1.713693270570594,0.6984474421627246,1.0284151913076818,0.2501032174900115,1.7144781360673242,0,1,01
UD. Dani Madusari,35007172.0,4.0,1.0820204325397234,0.5828344836695066,0.272922194920046,1.0,0.0,1.263465889091156,-0.2143216626518004,0.9925964333215612,1.1814631275360594,1.263986199209104,0,0,00
UD. Muthia Jagadmaya,32621004.0,5.0,0.7016673549822471,0.2026092536993652,-1.3853578130962003,1.0,1.0,0.8308255147007586,-0.3124071793557994,0.8056077046411273,0.6422547585620317,0.8310916036344078,1,0,10
UD. Fatimah Lintang,9350306.0,5.0,1.635261272623325,-1.4219894561730568,-0.2798378077520361,1.0,0.0,-0.924357792785488,0.5300288419684281,-0.6717509209653535,0.1520653322220064,-0.9251230564613104,1,1,11
UD. Rahmat Dharma,18045172.0,5.0,1.254908195065849,-1.6293850361567703,1.6548222016002512,1.0,0.0,-0.2771559319087958,0.6937956175924691,-0.0276565111147578,-0.264595680167015,-0.2775408972276188,0,1,01
UD. Hana Paseban,11278418.0,2.0,-1.476718452846935,0.0297796037129373,-0.8325978104241182,1.0,2.0,-1.1037452650937014,-0.8609805565440742,-0.803609784116128,-1.0243892909940542,-1.1046159375532576,1,0,10
UD. Livia Nirmala,302852.0,1.0,1.289485747571074,1.7235101735799307,-0.4180278084200566,1.0,3.0,0.5459159998583017,-0.3734757846530177,-1.18224634031224,2.137332508899109,-0.3127355797946672,1,0,10
UD. Fanny Asri,1206271.0,5.0,-0.7851674027424328,0.9284937836423623,-0.003457806415995,1.0,2.0,-1.219819511881369,-0.7943277116942724,-1.5003932228643295,0.1030463895880039,-1.2207583900245176,0,0,00
UD. Gusti Asri,38194010.0,1.0,0.1484265148986452,-0.0393522562816338,-1.6617378144322414,1.0,2.0,-0.2877081361622201,1.4360788480057067,1.5347375655622757,0.0785369182710026,-0.2880993019977333,1,1,11
UD. Satria Pusaka,21980507.0,5.0,0.5633571449613467,1.6543783135853596,0.272922194920046,0.0,4.0,0.1167930268857124,-0.6916906773321333,-0.0170380087187449,1.5736146686080796,0.1166395475233239,0,0,00
UD. Fitri Trisudira,12722402.0,4.0,0.909132670013598,1.5161145935962173,0.6874921969241076,1.0,2.0,0.9609693671596586,-1.418445006632152,-0.8091611110730531,1.720671496510087,0.9613119291324872,0,0,00
UD. Wesly Trisakti,17201310.0,5.0,-0.4048143251849565,1.032191573634219,-0.8325978104241182,0.0,0.0,-1.128367075018358,-0.9091212848542772,-0.3955902470253707,0.4461789880260216,-1.1292522153501916,1,0,10
UD. Yaniar Kusumajati,33143476.0,1.0,-0.6122796402163072,1.619812383588074,0.549302196256087,0.0,1.0,1.5237535940089562,1.0641078703560318,1.107327591095458,0.7157831725130355,1.5244268502052625,0,1,01
UD. Zainab Asri,35151234.0,4.0,1.0128653275292732,-0.5232752762436319,-1.6617378144322414,1.0,4.0,-0.7238659119704256,-1.21547909513739,0.8100732837748,0.3481411027580166,-0.7245133658291343,1,0,10
UD. Pasha Manggala,6994072.0,5.0,0.8399775650031476,-1.180027946192058,0.272922194920046,0.0,0.0,1.164978649392529,0.0127526856946326,-0.9373039422377498,-0.2400862088500137,1.165441088021368,0,1,01
UD. Ulfa Trisudira,35373066.0,4.0,-0.7505898502372077,-0.350445626257204,-0.9707878110921389,1.0,1.0,-0.5057870240663229,-0.1955133844629265,1.0219943361154324,-0.7792945778240415,-0.5063063339134338,1,0,10
UD. Indah Mulya,12095440.0,4.0,1.3240633000762991,0.6519663436640778,0.4111121955880665,1.0,1.0,1.6961062634815534,-1.7142219020215763,-0.9102545829315252,1.4020483693890708,1.6968807947838,0,0,00
UD. Jafar Wijaya,10254311.0,5.0,-1.165520480299909,-1.4565553861703424,0.6874921969241076,0.0,4.0,-0.0942510581827741,1.3721093960968016,-0.4460028760840882,-1.857711315772097,-0.0945285478789668,0,1,01
UD. Halimah Manunggal,33833182.0,2.0,-0.4739694301954067,0.133477393704794,-0.1416478070840156,0.0,2.0,0.3770807318035125,-1.1411798616987057,0.7315117388413352,-0.2400862088500137,0.3770801985194826,1,0,10
UD. Uchie Putri,-2194656.0,5.0,-1.5458735578573854,-0.5924071362382031,-0.5562178090880772,1.0,4.0,1.0453870011870532,0.6820886294810184,-1.4558617102350335,-1.5145787173340794,1.0457791672934034,1,1,11
UD. Bulan Yudhistira,16496595.0,4.0,-0.1627714576483807,0.0297796037129373,1.3784422002642105,0.0,4.0,0.9574519657418504,0.0173177484467446,-0.2669462147695951,-0.0930293809480061,0.9577924608757822,0,1,01
UD. Vega Tirtaatmaja,15983472.0,4.0,-1.2692531378155845,1.5161145935962173,-0.8325978104241182,0.0,4.0,-0.7097963062991932,0.0993036396726056,-0.2873189752849459,0.1765748035390077,-0.7104354928023149,1,1,11
UD. Mario Kusumasari Ovan,5916971.0,5.0,1.1165979850449486,-1.663950966154056,0.4111121955880665,0.0,1.0,0.7745470920158288,-1.2096576333984896,-1.2484415338718509,-0.3871430367520213,0.7747801115271302,0,0,00
UD. Kanza Nirwana,14944041.0,1.0,-0.4739694301954067,-0.4195774862517751,1.1020621989281691,1.0,2.0,-0.924357792785488,-1.4539338850054673,-0.6594702965366257,-0.632237749922034,-0.9251230564613104,0,0,00
UD. Laila Bahagia,36588681.0,2.0,0.8745551175083727,0.2026092536993652,1.1020621989281691,0.0,3.0,0.0042361815158529,0.1011219770174123,1.164725261224603,0.764802115147038,0.0040165633087688,0,1,01
UD. Lana Tejakencana,5073899.0,5.0,1.1165979850449486,-1.0417642262029156,0.4111121955880665,0.0,1.0,-0.3439865588471498,0.5944632200758242,-0.9606352968800008,0.0540274469540014,-0.3444107941050109,0,1,01
UD. Yola Utama,44868390.0,1.0,1.1857530900553988,0.0643455337102229,-1.3853578130962003,1.0,4.0,-1.318306751579996,-1.0418837796772502,1.4666415700351227,0.8873494717320444,-1.3193035012122534,1,0,10
UD. Jihan Anggara,36040592.0,1.0,-0.9788016967716936,-1.4219894561730568,1.5166322009322308,0.0,1.0,-0.3369517560115336,0.8732315043565178,1.2747033220615247,-1.5390881886510808,-0.3373718575916012,0,1,01
UD. Iman Maheswara,33788882.0,5.0,1.4277959575919743,0.5137026236749355,-0.6391318094888769,1.0,0.0,-0.5128218269019391,-1.4597311852253907,0.6670854878224929,1.3775388980720695,-0.5133452704268435,1,0,10
UD. Lidya Prima,-24110.0,1.0,1.0474428800344984,0.548268553672221,-1.2471678124281798,1.0,2.0,-0.7097963062991932,0.9793752537228656,-1.2457279040679308,1.132444184902057,-0.7104354928023149,1,1,11
UD. Rafa Gemilang,18721619.0,5.0,-0.0590388001327054,-1.0763301562002012,-0.2798378077520361,0.0,3.0,0.2223150694199557,-0.6658429771977613,-0.2416613453883172,-0.8038040491410428,0.2222235952244693,1,0,10
UD. Indira Citra,26324273.0,1.0,-1.6841837678782858,-1.180027946192058,-1.5235478137642209,0.0,2.0,1.3654705302075911,-0.6799708762939526,0.291247865658735,-2.029277614991106,1.3660507786535443,1,0,10
UD. Zera Satriya,28028648.0,1.0,0.667089802477022,0.6519663436640778,-0.003457806415995,1.0,0.0,1.2705006919267725,-0.5899208950678091,0.428655942182975,0.9363684143660468,1.2710251357225135,1,0,10
UD. Nara Pancasila Mirna,19249284.0,5.0,1.3240633000762991,1.5852464535907884,0.1347321942520254,1.0,3.0,-0.931392595621104,0.222604630097753,-0.033504162472734,2.063804094948105,-0.9321619929747202,0,1,01
UD. Umi Bima,34102723.0,2.0,1.1165979850449486,-1.0417642262029156,-0.003457806415995,1.0,1.0,-0.6183438694361824,-0.8639696293083882,0.8038507531638535,0.0540274469540014,-0.6189293181279889,0,0,00
UD. Vincent Pusaka,26127618.0,2.0,0.667089802477022,0.0643455337102229,-1.6617378144322414,1.0,3.0,0.7323382750021316,1.2955711952329436,0.6575859869628318,0.5197074019770254,0.732546492446672,1,1,11
UD. Yessi Sudarsana,30184772.0,1.0,0.4942020399508964,-1.2491598061866291,0.9638721982601486,0.0,4.0,0.1625192453172178,1.6318574397721437,1.0081420510260652,-0.5341998646540289,0.1623926348604869,0,1,01
UD. Taufan Nirwana,43195925.0,1.0,-0.1627714576483807,0.9284937836423623,-1.5235478137642209,0.0,0.0,1.3760227344610154,-1.2453632332753537,1.3710929434776329,0.5442168732940267,1.376609183423659,1,0,10
UD. Chiko Wacana,20293696.0,2.0,0.4250469349404462,1.4124168036043605,-0.4180278084200566,0.0,4.0,0.4544635629952909,-1.4336140475460664,-0.2786616669811968,1.3040104841210658,0.4545085001669892,1,0,10
UD. Yasir Jayengpati Tasya,2243336.0,5.0,1.635261272623325,-0.5232752762436319,1.2402521995961897,1.0,0.0,1.7031410663171698,0.6803482679474546,-1.1435277599099554,0.7893115864640393,1.7039197312972096,0,1,01
UD. Vera Kusuma Hilmiyah,32935472.0,4.0,1.1857530900553988,0.2371751836966508,0.272922194920046,1.0,1.0,-0.2806733333266039,-1.293639778608895,0.6389246654275892,1.0098968283170506,-0.2810603654843236,0,0,00
UD. Tegar Mandiri,24258363.0,5.0,-1.027210270279009,-0.5578412062409175,-0.4180278084200566,0.0,1.0,0.0253405900227016,-0.5017101179528614,0.1800050364795236,-1.1224271762620592,0.0251333728489979,1,0,10
UD. Romi Wira,-1707579.0,5.0,-0.8197449552476579,0.3063070436912219,-0.8325978104241182,0.0,4.0,-0.0344552340800362,0.3943791188444642,-1.4769154673411025,-0.36263356543502,-0.0346975875149844,1,1,11
UD. Cahya Yudhistira,19886707.0,5.0,0.4250469349404462,1.032191573634219,1.5166322009322308,1.0,0.0,-0.9419447998745284,-0.0789907983616047,-0.0466379700913643,1.034406299634052,-0.9427203977448348,0,0,00
UD. Omar Pamungkas Fikra,37741085.0,1.0,-0.9580551652685584,-0.765236786224631,-1.6617378144322414,0.0,0.0,0.5775726126185747,0.3329081876479218,1.2905225783712788,-1.2204650615300645,0.5776898891516589,1,1,11
UD. Qyla Lempung Livia,10600153.0,4.0,1.7044163776337755,-0.2467478362653473,-0.5562178090880772,0.0,1.0,-1.4554854068745124,-0.9709762377691006,-0.8725641058862685,1.034406299634052,-1.4565627632237423,1,0,10
UD. Lando Cerah,-5004819.0,4.0,1.7044163776337755,-0.5232752762436319,-0.1416478070840156,0.0,2.0,-1.5821118579156044,0.4464750145944279,-1.6991893446368624,0.8383305290980418,0.2123690841056959,1,1,11
UD. Qayla Maheswara,6711245.0,4.0,1.566106167612875,-1.2145938761893436,-0.5562178090880772,1.0,4.0,1.25643108625554,0.1844609133059682,-0.9241846478922096,0.2501032174900115,1.256947262695694,1,1,11
UD. Zidan Satya,14147912.0,5.0,-0.4048143251849565,-1.6293850361567703,-1.2471678124281798,0.0,4.0,-0.9454622012923364,-1.34317491943095,-0.69424423976583,-1.4410503033830755,-0.9462398660015396,1,0,10
UD. Syifa Jaya,4429633.0,2.0,0.2521591724143206,1.4124168036043605,0.549302196256087,0.0,0.0,1.710175869152786,1.008291100683657,-0.9263844655570744,1.1814631275360594,1.7109586678106192,0,1,01
UD. Nindy Mandiri,4182507.0,5.0,-0.1973490101536058,-0.7998027162219166,-0.6944078097560977,0.0,3.0,-0.987671018306034,0.9050866367091864,-0.9636568757940004,-0.7057661638730377,-0.9884734850819976,1,1,11
UD. Kurnia Cerah,13563544.0,1.0,1.0474428800344984,-1.5948191061594847,-1.3853578130962003,1.0,1.0,-0.3017777418334526,-0.7788636073819457,-0.6268128957839737,-0.3871430367520213,-0.3021771750245527,1,0,10
UD. Binar Dewangga,2646613.0,5.0,-1.2692531378155845,1.205021223620647,0.549302196256087,0.0,1.0,-0.4882000169772823,0.2890089041689915,-1.1904290223142766,-0.0440104383140036,-0.4887089926299096,0,1,01
UD. Rendi Gandewa,-3532933.0,1.0,-0.9926327177737836,-0.9726323662083444,0.8256821975921281,0.0,2.0,-0.1083206638540065,0.8408451846699828,-1.5195943536151817,-1.392031360749073,-0.1086064209057861,0,1,01
UD. Rosa Trisula,44579183.0,2.0,-1.165520480299909,0.6519663436640778,-1.5235478137642209,1.0,3.0,0.4931549785911801,-0.6667625792533591,1.5798989965153465,-0.36263356543502,0.4932226509907425,1,0,10
UD. Berlian Citra,19644806.0,2.0,-0.7505898502372077,-0.9380664362110588,-0.4180278084200566,0.0,3.0,-1.5258334352306746,0.7148274876944406,0.0890897371296252,-1.195955590213063,-1.5269521283578391,1,1,11
UD. Gerry Trisudira Pasha,20043271.0,1.0,-0.4393918776901817,1.2741530836152182,-0.8325978104241182,0.0,3.0,0.9785563742486992,0.8854612598785551,0.150001169307754,0.5932358159280292,0.9789092704160112,1,1,11
UD. Mario Asri,32671734.0,5.0,1.3586408525815243,-1.2837257361839147,-0.1416478070840156,0.0,2.0,1.2458788820021154,-1.113166044779711,0.6550757543405177,0.0540274469540014,1.2463888579255795,1,0,10
UD. Qanitah Wangi,27188881.0,4.0,-0.6814347452267575,0.3408729736885075,1.2402521995961897,1.0,1.0,0.7780644934336369,-0.3605270408996133,0.4172590069987514,-0.2400862088500137,0.7782995797838351,0,0,00
UD. Tariq Trisaktiatma,11004374.0,6.0,1.635261272623325,-0.7998027162219166,-0.5562178090880772,0.0,3.0,-1.57155965366218,1.6207365515376886,-0.345310562366269,0.5932358159280292,-1.5727052156950023,1,1,11
UD. Clarissa Wijaya,11312978.0,5.0,0.2521591724143206,-0.0047863262843482,-0.2798378077520361,0.0,1.0,0.9222779515637696,-1.6163348026400832,-0.9465428382568288,0.1765748035390077,0.9225977783087338,1,0,10
UD. Lutfi Asih,33498806.0,1.0,1.393218405086749,0.9976256436369336,-0.003457806415995,0.0,1.0,-0.8469749615937094,-0.2203905969184012,0.8851598861421575,1.696162025193086,-0.8476947548138039,0,0,00
UD. Fitri Winata,26536688.0,5.0,-1.165520480299909,-1.3182916661812003,-1.5235478137642209,1.0,2.0,1.2493962834199237,0.477110722406015,0.5288934127402649,-1.759673430504092,1.2499083261822843,1,1,11
UD. Fira Bagaskara Evan,30400000.0,5.0,-0.9580551652685584,-1.3874235261757712,-0.2798378077520361,0.0,1.0,-1.444933202621088,-1.4383716702827505,0.4324399611036736,-1.661635545236087,-1.4460043584536275,1,0,10
UD. Elen Suryaatmaja,9306621.0,6.0,1.635261272623325,-0.0393522562816338,-0.6944078097560977,1.0,0.0,0.2504542807624206,0.5189053911486268,-0.6769693585273744,1.132444184902057,0.2503793412781081,1,1,11
UD. Candra Cinta,7348120.0,5.0,1.0820204325397234,1.446982733601646,-1.3853578130962003,0.0,1.0,1.041869599769245,0.2930804862001855,-0.8584111987761488,1.794199910461091,1.0422596990366986,1,1,11
UD. Baim Bratadikara,40211611.0,5.0,1.1857530900553988,-0.5232752762436319,-1.1089778117601592,1.0,0.0,0.3348719147898152,-0.9496954308049448,1.2177409796722978,0.4706884593430229,0.3348465794390244,1,0,10
UD. Celsi Kusumajati,3172182.0,5.0,-1.0617878227842337,-0.4195774862517751,-0.5562178090880772,1.0,3.0,-1.0545016452443878,-1.1782018982761784,-1.4357658996056868,-1.0488987623110555,-1.0553433819593898,1,0,10
UD. Elok Surya,13525078.0,2.0,1.566106167612875,0.133477393704794,-0.5562178090880772,0.0,0.0,-0.9419447998745284,-1.461815665362562,-0.7609570358241674,1.2059725988530607,-0.9427203977448348,1,0,10
UD. Jafar Elok,-1481329.0,4.0,0.8745551175083727,-1.0417642262029156,0.549302196256087,0.0,3.0,1.6609322493034724,-0.2114380219702939,-1.5775650162202537,-0.1175388522650074,1.6616861122167514,0,0,00
UD. Yusuf Raharja,6740203.0,1.0,-1.6150286628678356,-1.3182916661812003,-1.5235478137642209,0.0,0.0,-1.2690631317306826,1.4880085417918003,-0.6712767737425588,-2.0782965576251087,-1.2700309456183854,1,1,11
UD. Pardi Surya,43848865.0,2.0,0.7708224599926974,-1.6293850361567703,1.2402521995961897,0.0,0.0,-0.0203856284088038,-0.5438152256059615,1.55210727624529,-0.6077282786050326,-0.020619714488165,0,0,00
UD. Zahra Tunggul,34246594.0,1.0,0.8399775650031476,-1.663950966154056,0.549302196256087,1.0,3.0,-1.2127847090457529,0.2204381472295093,1.0226811098342738,-0.5832188072880314,-1.213719453511108,0,1,01
UD. Tomi Widuri,36633629.0,1.0,-0.0590388001327054,1.446982733601646,-1.5235478137642209,0.0,2.0,-1.2268543147169853,0.7370147177038433,1.2902695119783698,0.9853873570000494,-1.2277973265379274,1,1,11
UD. Erlangga Satria,-2446740.0,2.0,1.4969510626024247,-0.9726323662083444,1.5166322009322308,1.0,1.0,1.6574148478856645,1.0909820689632923,-1.3949301990140377,0.3726505740750178,1.6581666439600466,0,1,01
UD. Icha Sangkala,28452369.0,5.0,-0.8543225077528831,-0.5232752762436319,-0.9707878110921389,0.0,0.0,0.6092292253788477,1.721526327948973,0.9033462150212216,-0.9753703483600517,0.6093651034620025,1,1,11
UD. Ilmi Nirmala Alya,9655377.0,2.0,-0.6468571927215323,-1.4219894561730568,0.549302196256087,0.0,4.0,-0.6077916651827581,0.4529283366629307,-0.6650958102729865,-1.4655597747000768,-0.6083709133578744,0,1,01
UD. Yayan Bangun,35185516.0,4.0,-0.7851674027424328,1.2741530836152182,-1.3853578130962003,0.0,2.0,0.3067327034473503,-1.5266410207770356,0.7526054426747927,0.3481411027580166,0.3066908333853856,1,0,10
UD. Taufan Panji,4807441.0,4.0,0.0101163048777448,-1.1454620161947724,1.2402521995961897,0.0,1.0,-1.641907682018342,1.627359370322649,-0.780627170744729,-0.8038040491410428,-1.643094580829099,0,1,01
