nama_usaha,jenis_usaha,tenaga_kerja_perempuan,tenaga_kerja_laki_laki,tahun_berdiri,status_legalitas,marketplace,kapasitas_produksi,Cluster_KProto,Cluster_KMeans,Cluster_KMedoids,Cluster_Agglomerative
UD. Rahmat Adhi,4.0,-1.6496062153730606,-0.9726323662083444,1.5166322009322308,0.0,0.0,-1.4203113926964313,0,0,0,1
UD. Qais Jayengprana,5.0,-1.3729857953312599,-0.5578412062409175,-1.5235478137642209,0.0,2.0,-0.7942139403265879,0,1,0,1
UD. Livia Panuluh,4.0,1.254908195065849,-1.6985168961513415,-0.9707878110921387,1.0,2.0,1.6398278407966238,0,1,1,2
UD. Krisna Sejahtera,4.0,-0.8889000602581082,0.9284937836423623,-0.0034578064159950473,0.0,3.0,0.20121066091310705,1,1,0,1
UD. Jordi Sukadarma Eddy,2.0,-1.3384082428260347,-0.039352256281633816,-1.6617378144322414,0.0,4.0,1.0137303884267803,1,1,0,1
UD. Ulya Naraya,5.0,0.49420203995089645,-0.039352256281633816,1.1020621989281691,0.0,4.0,1.1122176281254073,1,0,0,1
UD. Veronika Kusumah,1.0,-1.6150286628678356,-0.2813137662626329,1.5166322009322308,1.0,4.0,1.449888164234986,1,0,1,2
UD. Jojo Tunggal Yessi,4.0,0.044693857382969944,1.446982733601646,-1.6617378144322414,0.0,0.0,-0.7801443346553554,0,1,0,1
UD. Silvi Nusa,4.0,0.49420203995089645,-0.039352256281633816,-1.5235478137642209,1.0,0.0,1.6750018549747048,0,1,0,2
UD. Khalid Sentosa,1.0,0.667089802477022,-1.2837257361839147,0.549302196256087,1.0,4.0,0.2342742342405032,1,0,1,2
UD. Karim Jati,5.0,-0.5777020877110821,1.5161145935962173,0.13473219425202548,0.0,1.0,-0.6605526864498796,0,0,0,1
UD. Lina Siang,1.0,1.3932184050867493,1.7235101735799307,0.9638721982601486,0.0,1.0,0.0007187800980448402,0,0,1,1
UD. Zain Satya,4.0,-1.2000980328051343,0.6174004136667922,-0.5562178090880772,1.0,3.0,0.34542411904323955,1,1,0,2
UD. Miko Prabawa,1.0,0.8399775650031476,-1.2491598061866291,0.9638721982601486,0.0,0.0,-1.314789350162188,0,0,1,1
UD. Yessi Wijaya,5.0,-1.2692531378155845,-0.4887093462463463,1.3784422002642103,1.0,4.0,0.09568861837886379,1,0,0,2
UD. Nadia Adhi Aldo,5.0,0.8054000124979225,0.20260925369936522,-0.1416478070840156,0.0,1.0,1.4393359599815614,0,1,0,1
UD. Sella Adiwarna Shinta,5.0,0.35589182992999596,1.2741530836152182,-1.1089778117601592,1.0,4.0,1.1262872337966399,1,1,0,2
UD. Ulfa Jatinagara,4.0,0.07927140988819506,0.6519663436640778,1.6548222016002512,1.0,2.0,-1.638390280600534,0,0,1,2
UD. Berlian Kayastha Rafa,5.0,0.2521591724143206,-0.14305004627349055,1.1020621989281691,1.0,1.0,-0.9806362154704176,0,0,0,2
UD. Halim Abadi,2.0,0.4250469349404462,-1.2145938761893436,-0.9707878110921387,1.0,4.0,-0.5691002495868689,1,1,0,2
UD. Eren Wisesa Eka,2.0,-1.3038306903208094,1.2741530836152182,-0.9707878110921387,0.0,0.0,0.16251924531721787,0,1,0,1
UD. Weni Kencana,5.0,-0.19734901015360587,-1.4565553861703424,0.549302196256087,0.0,0.0,0.8800691345500721,0,0,0,1
UD. Uchie Sarwono,1.0,1.6352612726233253,0.20260925369936522,0.272922194920046,0.0,2.0,0.4572774841295372,0,0,1,1
UD. Elyas Saputra,2.0,1.6006837201181001,-1.3528575961784859,0.8256821975921281,0.0,2.0,-0.6816570949567283,0,0,1,1
UD. Chika Cinta,4.0,0.14842651489864528,0.7210982036586489,0.6874921969241076,0.0,3.0,0.4544635629952909,1,0,1,1
UD. Santi Wijaya,5.0,-0.6122796402163072,-0.9380664362110589,1.3784422002642103,1.0,4.0,0.5093350251130975,1,0,0,2
UD. Widi Purnama,2.8,0.3904693824352211,-0.17761597627077613,0.9638721982601486,0.0,1.0,1.4674751713240264,0,0,1,1
UD. Wenda Anggara,5.0,-0.4048143251849565,-0.15687641827240473,-0.1416478070840156,0.0,1.0,0.6479206409747369,0,1,0,1
UD. Nando Malam Diva,2.0,-1.3038306903208094,-0.6615389962327742,-0.5562178090880772,1.0,1.0,1.2142222692418425,0,1,0,2
UD. Priska Jayengprana,1.0,1.0474428800344984,-0.10848411627620497,0.8256821975921281,0.0,3.0,-1.5293508366484827,1,0,1,1
UD. Riyan Sangkala,5.0,0.7708224599926974,0.548268553672221,-0.8325978104241182,0.0,4.0,-0.08369885392934978,1,1,0,1
UD. Qamar Bijaksana,5.0,-1.3038306903208094,1.5506805235935028,0.272922194920046,1.0,2.0,1.1509090437212965,0,0,1,2
UD. Echa Gandewa,2.0,-1.2000980328051343,0.37543890368579313,-1.1089778117601592,0.0,3.0,-1.5715596536621799,1,1,0,1
UD. Zaki Resmi Khayla,1.0,0.11384896239342017,-1.4565553861703424,-1.5235478137642209,0.0,2.0,-0.4389563971279688,0,1,1,1
UD. Rian Mandala,4.0,-0.7160122977319826,0.5137026236749355,0.549302196256087,0.0,3.0,0.09568861837886379,1,0,1,1
UD. Sella Sangga,1.0,-0.4048143251849565,-0.8689345762164877,-0.2798378077520361,1.0,3.0,-0.26660372765537144,1,1,1,2
UD. Citra Anugerah Koko,1.0,1.6006837201181001,-1.1454620161947724,-0.4180278084200566,0.0,1.0,1.3654705302075911,0,1,1,1
UD. Niken Jaladara,4.0,0.4596244874456713,-0.6961049262300598,1.1020621989281691,1.0,3.0,0.028857991440509715,1,0,1,2
UD. Zidan Wicaksana,2.0,0.667089802477022,-0.9035005062137733,0.8256821975921281,0.0,1.0,-0.4882000169772823,0,0,1,1
UD. Fanny Saputrautama,1.0,-1.3384082428260347,1.5506805235935028,0.272922194920046,1.0,1.0,-1.0193276310663069,0,0,1,2
UD. Vega Naraya,5.0,-1.6841837678782858,0.06434553371022292,-0.8325978104241182,1.0,1.0,0.9539345643240424,0,1,0,2
UD. Thariq Harapan,5.0,-0.6122796402163072,0.4445707636803643,-0.5562178090880772,0.0,0.0,-1.3007197444909555,0,1,0,1
UD. Lea Trijaya,4.0,-1.2346755853103593,0.37543890368579313,-1.2471678124281798,1.0,1.0,0.24341947792680438,0,1,0,2
UD. Ina Permai,2.0,1.0474428800344984,0.9284937836423623,-0.5562178090880772,1.0,4.0,-0.509304425484131,1,1,0,2
UD. Farid Harmoni Verdi,1.0,0.044693857382969944,0.2717411136939364,1.2402521995961897,1.0,4.0,-1.705220907538888,1,0,1,2
UD. Intan Panembahan,2.0,-0.543124535205857,0.9976256436369335,-1.6617378144322414,0.0,3.0,-1.5961814635868368,1,1,0,1
UD. Ciko Widjaja,4.0,1.53152861510765,1.377850873607075,-0.8325978104241182,0.0,2.0,0.0007187800980448402,0,1,1,1
UD. Romi Tirtayasa,1.0,1.4969510626024247,-0.6269730662354887,0.41111219558806655,1.0,4.0,-0.9313925956211041,1,0,1,2
UD. Zulkarnaen Lempung Vito,1.0,-0.4393918776901817,-0.5232752762436319,-1.3853578130962003,1.0,2.0,0.8906213388034965,0,1,1,2
UD. Pandu Jatiwangi,5.0,1.0128653275292732,-1.180027946192058,-1.5235478137642209,0.0,1.0,-0.42136939003892826,0,1,0,1
UD. Nando Karang,1.0,-0.3010816676692812,-1.4219894561730568,-1.6617378144322414,1.0,2.0,-1.2022325047923286,0,1,1,2
UD. Galih Kelana,2.0,1.0474428800344984,-1.0763301562002012,1.6548222016002512,0.0,1.0,-0.9032533842786392,0,0,1,1
UD. Qisha Elok Valen,4.0,-1.5112960053521602,-0.35044562625720405,-1.2471678124281798,1.0,0.0,1.295122501851429,0,1,0,2
UD. Qanitah Baskara,5.0,0.1830040674038704,-0.35044562625720405,0.9638721982601486,1.0,3.0,0.5177767885158369,1,0,0,2
UD. Vina Suryaputra,4.0,-1.5804511103626104,-0.5025357182452606,0.8256821975921281,0.0,2.0,0.2574890835980368,0,0,1,1
UD. Icha Panembahan,5.0,-0.37023677267973143,-1.6293850361567703,-1.6617378144322414,1.0,2.0,1.7172106719884022,0,1,0,2
UD. Carissa Nirbayu,4.0,0.35589182992999596,-0.8343686462192021,-1.2471678124281798,0.0,2.0,-1.4062417870251989,0,1,1,1
UD. Gerry Brata,6.0,1.3932184050867493,0.7556641336559344,0.272922194920046,0.0,2.8,-1.4906594210525934,1,0,1,1
UD. Lina Langit,4.0,0.49420203995089645,0.6865322736613633,-0.4180278084200566,1.0,0.0,0.8378603175363748,0,1,0,2
UD. Melati Mayang Rangga,5.0,0.5287795924561216,-1.5602531761621992,-1.6617378144322414,1.0,3.0,-1.606733667840261,1,1,0,2
UD. Tami Jaya,1.0,0.5979346974665718,1.205021223620647,1.5166322009322308,1.0,4.0,-1.0967104622580852,1,0,1,2
UD. Hasna Widjaja,1.0,0.49420203995089645,-0.7998027162219166,1.2402521995961897,0.0,3.0,-1.2022325047923286,1,0,1,1
UD. Fikra Trijaya,5.0,1.4623735100971997,-0.21218190626806172,-0.0034578064159950473,1.0,4.0,0.524811591351453,1,1,0,2
UD. Damaris Gemilang,1.0,1.1857530900553988,-0.41957748625177516,-0.1416478070840156,1.0,2.0,-0.11183806527181465,0,1,1,2
UD. Fikra Merdeka,1.0,-0.3010816676692812,0.7556641336559344,0.6874921969241076,0.0,0.0,1.520236192591148,0,0,1,1
UD. Abel Sunardi,4.0,-0.543124535205857,1.2395871536179326,-1.5235478137642209,1.0,1.0,-0.2771559319087958,0,1,0,2
UD. Laras Kencana,5.0,1.6352612726233253,1.2741530836152182,-0.0034578064159950473,1.0,0.0,-1.7122557103745044,0,0,0,2
UD. Zain Wijapranata,4.0,0.5287795924561216,1.3432849436097893,0.272922194920046,0.0,4.0,1.3549183259541668,1,0,1,1
UD. Fatimah Bagaskara,4.0,-0.8889000602581082,0.7210982036586489,-0.8325978104241182,0.0,0.0,0.6690250494815856,0,1,0,1
UD. Salsa Sarwono Bayu,2.0,-1.5458735578573854,0.9630597136396479,0.8256821975921281,0.0,2.0,1.1614612479747208,0,0,1,1
UD. Jihan Sahaja,1.0,-1.476718452846935,-0.31587969625991846,-1.5235478137642209,1.0,3.0,-0.6570352850320715,1,1,1,2
UD. Hana Lestari,2.0,-0.543124535205857,0.2717411136939364,-1.6617378144322414,1.0,4.0,1.7418324819130588,1,1,0,2
UD. Echa Kelana Yayan,5.0,0.07927140988819506,-0.7306708562273454,0.13473219425202548,1.0,4.0,-0.5268914325731715,1,0,0,2
UD. Elyas Mulyo,2.0,-1.0963653752894589,1.0667575036315047,-1.5235478137642209,0.0,4.0,1.1122176281254073,1,1,0,1
UD. Jodi Gatra,1.0,-1.44214090034171,0.02977960371293734,0.6874921969241076,1.0,2.0,1.6644496507212805,0,0,1,2
UD. Olivia Kusumajati Reza,5.0,-0.6122796402163072,0.6865322736613633,0.272922194920046,1.0,0.0,-0.9208403913676797,0,0,0,2
UD. Wira Sahaja,4.0,-1.476718452846935,1.5852464535907884,-1.1089778117601592,0.0,4.0,-1.5539726465731394,1,1,0,1
UD. Damar Madusari,5.0,-0.4393918776901817,0.4445707636803643,0.9638721982601486,0.0,1.0,0.749925282091172,0,0,0,1
UD. Krisna Kelana,1.0,-0.6468571927215323,-1.0763301562002012,0.13473219425202548,1.0,4.0,0.7182686693308991,1,0,1,2
UD. Guntur Utamajaya,5.0,-0.9580551652685584,-0.7998027162219166,1.1020621989281691,1.0,0.0,-1.349963364340269,0,0,0,2
UD. Dea Darussalam Asep,1.0,-0.5777020877110821,1.5161145935962173,1.2402521995961897,1.0,0.0,-1.0369146381553473,0,0,1,2
UD. Qisya Kencana Erni,2.0,1.254908195065849,0.0989114637075085,1.5166322009322308,0.0,1.0,-0.6500004821964553,0,0,1,1
UD. Cakra Wening,5.0,-0.16277145764838075,1.619812383588074,-0.2798378077520361,0.0,3.0,1.5061665869199155,1,1,0,1
UD. Marsel Utama,4.0,-0.6468571927215323,-0.17761597627077613,1.2402521995961897,0.0,4.0,-1.0791234551690447,1,0,1,1
UD. Dina Senja,2.0,-1.7187613203835108,-1.3528575961784859,-0.0034578064159950473,1.0,0.0,-0.7942139403265879,0,0,0,2
UD. Maudy Sidarta,5.0,-1.5112960053521602,-1.3874235261757712,-0.2798378077520361,1.0,1.0,-0.46006080563481744,0,1,0,2
UD. Tasya Sumirat,5.0,-0.9234776127633333,1.4815486635989317,1.6548222016002512,0.0,1.0,0.6092292253788477,0,0,0,1
UD. Nara Anggrek,1.0,-1.6841837678782858,1.2395871536179326,1.1020621989281691,0.0,2.0,-1.3042371459087636,0,0,1,1
UD. Qayla Trisudira Willy,2.0,-1.1309429277946839,-1.0417642262029156,1.2402521995961897,1.0,0.0,-1.6243206749293015,0,0,0,2
UD. Yola Saputra Vina,2.0,1.1165979850449486,-1.0763301562002012,-1.2471678124281798,1.0,0.0,0.0992060197966719,0,1,0,2
UD. Najwa Nirwasita Intan,1.0,1.7044163776337755,1.3087190136125038,-1.2471678124281798,1.0,0.0,-0.31232994608687686,0,1,0,2
UD. Indah Arya,2.0,0.1830040674038704,1.446982733601646,1.1020621989281691,1.0,2.0,-0.14349467803208762,0,0,1,2
UD. Delia Kusumasari,4.0,1.4277959575919745,-1.663950966154056,-0.1416478070840156,0.0,1.0,1.0735262125295182,0,1,0,1
UD. Ovan Cerah,2.0,1.6698388251285503,-0.35044562625720405,-0.4180278084200566,1.0,1.0,0.22583247083776384,0,1,0,2
UD. Wenny Mayang,5.0,-0.6468571927215323,-1.1108960861974868,0.549302196256087,1.0,3.0,0.6690250494815856,1,0,0,2
UD. Alya Kusumatmaja,5.0,0.9091326700135979,1.1013234336287903,-1.5235478137642209,1.0,1.0,1.196635262152802,0,1,0,2
UD. Sekar Madusari,4.0,0.667089802477022,-1.663950966154056,0.9638721982601486,1.0,0.0,0.17658885098845029,0,0,0,2
UD. Pipit Paseban,5.0,1.4623735100971997,-0.10848411627620497,1.3784422002642103,0.0,2.0,0.683094655152818,0,0,1,1
UD. Ovan Winata Qanita,5.0,-1.4075633478364848,-0.039352256281633816,-0.2798378077520361,1.0,3.0,1.034834796933629,1,1,0,2
UD. Qori Baskara,1.0,-0.37023677267973143,-0.9380664362110589,-1.5235478137642209,1.0,1.0,0.4087373445637855,0,1,1,2
UD. Opik Sehat,1.0,0.8054000124979225,-0.10848411627620497,-1.5235478137642209,1.0,2.0,-0.31584734750468496,0,1,1,2
UD. Cici Adhi,1.0,-0.5777020877110821,0.9976256436369335,0.9638721982601486,0.0,4.0,-1.1670584906142474,1,0,1,1
UD. Binar Bangun,5.0,1.1511755375501735,1.3432849436097893,-0.0034578064159950473,1.0,1.0,1.2810528961801966,0,1,0,2
UD. Iman Madya,1.0,-0.6122796402163072,-0.17761597627077613,0.9638721982601486,1.0,2.0,1.4604403684884102,0,0,1,2
UD. Rahmat Sumringah,4.0,0.8399775650031476,1.1013234336287903,1.6548222016002512,1.0,0.0,-0.1294250723608552,0,0,0,2
UD. Grego Cendana,1.0,1.2894857475710741,-1.00719829620563,1.6548222016002512,0.0,4.0,1.3338139174473183,1,0,1,1
UD. Wahyu Prima,5.0,1.6006837201181001,-0.10848411627620497,-0.0034578064159950473,1.0,3.0,1.3971271429678642,1,1,0,2
UD. Sinta Panji,4.0,0.21758161990909552,-0.6269730662354887,1.1020621989281691,0.0,3.0,0.014788385769277277,1,0,1,1
UD. Teguh Naraya,4.0,-0.9926327177737835,-1.0763301562002012,0.549302196256087,0.0,0.0,-0.2806733333266039,0,0,0,1
UD. Hanafi Abadi,1.0,-0.09361635263793051,-1.1108960861974868,1.5166322009322308,0.0,2.0,1.2388440791664992,0,0,1,1
UD. Fajar Kusumah Rendi,1.0,0.8745551175083727,-0.9035005062137733,0.272922194920046,1.0,4.0,-0.30529514325126067,1,0,1,2
UD. Galih Dharma,5.0,1.4969510626024247,-0.10848411627620497,1.2402521995961897,0.0,1.0,-0.6640700878676878,0,0,0,1
UD. Via Agastya,4.0,-0.6468571927215323,-0.6961049262300598,0.13473219425202548,0.0,0.0,0.31728490770077467,0,0,0,1
UD. Febri Dharma,2.0,1.1165979850449486,1.4815486635989317,1.1020621989281691,0.0,0.0,0.6373684367213126,0,0,0,1
UD. Lukita Bahari,4.0,-0.19734901015360587,1.205021223620647,-1.6617378144322414,0.0,0.0,-1.4836246182169772,0,1,0,1
UD. Diva Naraya,2.0,-1.6841837678782858,-1.00719829620563,0.41111219558806655,1.0,0.0,1.643345242214432,0,0,0,2
UD. Marsya Hilir,5.0,0.943710222518823,-0.0739181862789194,0.41111219558806655,1.0,1.0,0.8273081132829505,0,0,0,2
UD. Viona Prima,4.0,0.14842651489864528,0.548268553672221,1.2402521995961897,0.0,0.0,-0.14701207944989575,0,0,0,1
UD. Qiana Taruna,2.0,0.28673672491954577,-0.17761597627077613,-0.2798378077520361,0.0,3.0,1.4182315514747128,1,1,0,1
UD. Najwa Jayawarsa,1.0,-0.6122796402163072,-1.6985168961513415,1.1020621989281691,0.0,3.0,-0.30529514325126067,1,0,1,1
UD. Lutfi Luhur,5.0,1.566106167612875,-0.9726323662083444,0.8256821975921281,0.0,0.0,0.2539716821802287,0,0,0,1
UD. Juni Gemilang,4.0,1.1165979850449486,0.20260925369936522,0.41111219558806655,1.0,2.0,-0.5479958410800202,0,0,1,2
UD. Yora Prana,4.0,-1.2692531378155845,-0.35044562625720405,-0.8325978104241182,0.0,3.0,-0.832905355922477,1,1,0,1
UD. Valen Bijaksana,4.0,0.5979346974665718,-0.41957748625177516,0.272922194920046,1.0,4.0,-0.5620654467512526,1,0,1,2
UD. Balqis Nawasena,4.0,0.5287795924561216,-1.0763301562002012,0.9638721982601486,1.0,2.0,0.18714105524187463,0,0,1,2
UD. Muthia Kusen,1.0,0.8054000124979225,-1.0763301562002012,-0.4180278084200566,0.0,0.0,1.6327930379610074,0,1,0,1
UD. Erlangga Mulyo,1.0,0.28673672491954577,0.548268553672221,0.6874921969241076,1.0,1.0,1.618723432289775,0,0,1,2
UD. Pipit Jati,1.0,1.4623735100971997,1.4815486635989317,0.549302196256087,1.0,2.0,0.8484125217897991,0,0,1,2
UD. Tasya Wening,4.0,-1.2346755853103593,1.2741530836152182,0.6874921969241076,0.0,4.0,-0.7273833133882337,1,0,1,1
UD. Qanita Madusari,2.0,-0.6814347452267575,-0.10848411627620497,-0.8325978104241182,1.0,2.0,-0.5887976975265943,0,1,1,2
UD. Owen Sanjaya Rizki,1.0,1.6006837201181001,0.2717411136939364,-0.5562178090880772,0.0,3.0,0.6444032395569288,1,1,1,1
UD. Agus Puri,5.0,-0.7505898502372077,0.2371751836966508,0.13473219425202548,1.0,3.0,1.6363104393788155,1,0,0,2
UD. Ulil Haji,6.0,0.8399775650031476,-0.0739181862789194,-1.6617378144322414,1.0,1.0,1.1825656564815694,0,1,0,2
UD. Clarissa Wijaksana,4.0,0.7708224599926974,1.4124168036043605,0.549302196256087,0.0,2.0,0.7358556764199397,0,0,1,1
UD. Tiara Putra,2.0,-0.12819390514315562,-0.17761597627077613,-1.6617378144322414,1.0,1.0,0.8343429161185667,0,1,0,2
UD. Anis Ratu,1.0,0.21758161990909552,1.2741530836152182,-0.2798378077520361,0.0,2.0,-1.0439494409909635,0,1,1,1
UD. Ujang Sejahtera,4.0,0.2521591724143206,1.446982733601646,0.6874921969241076,0.0,0.0,1.6363104393788155,0,0,0,1
UD. Fauzan Haji,5.0,1.4623735100971997,-0.765236786224631,-0.0034578064159950473,0.0,2.0,-1.4062417870251989,0,0,1,1
UD. Candra Bagaskara,4.0,1.1857530900553988,0.34087297368850755,1.5166322009322308,1.0,2.0,1.425266354310329,0,0,1,2
UD. Sani Kusuma,1.0,-0.6814347452267575,-1.5602531761621992,-0.0034578064159950473,1.0,0.0,-0.7942139403265879,0,0,1,2
UD. Mega Wira,2.0,0.07927140988819506,-1.1108960861974868,0.6874921969241076,0.0,4.0,0.2574890835980368,1,0,1,1
UD. Vina Harmoni,2.0,1.220330642560624,1.5161145935962173,0.9638721982601486,0.0,3.0,-0.5339262354087877,1,0,1,1
UD. Bayu Raharja,5.0,0.4596244874456713,1.3087190136125038,0.6874921969241076,1.0,2.0,-1.149471483525207,0,0,1,2
UD. Jihan Harmoni,5.0,1.0820204325397234,-0.45414341624906074,-0.9707878110921387,1.0,1.0,0.27507609068707733,0,1,0,2
UD. Adinda Baswara,2.0,-1.6841837678782858,1.032191573634219,-0.0034578064159950473,1.0,0.0,-0.4072997843676958,0,0,0,2
UD. Jibril Agastya,1.0,0.32131427742477087,1.4815486635989317,-0.9707878110921387,0.0,4.0,-0.048524839751268686,1,1,1,1
UD. Zulfa Karang,5.0,1.220330642560624,1.5161145935962173,-0.6944078097560977,0.0,3.0,0.11327562546790433,1,1,0,1
UD. Bagir Sakti Juni,5.0,1.1511755375501735,-0.8689345762164877,0.6874921969241076,1.0,3.0,-1.6137684706758773,1,0,0,2
UD. Yasir Asmaralaya Hilmiyah,4.0,-0.09361635263793051,-0.41957748625177516,-1.6617378144322414,1.0,1.0,0.844895120371991,0,1,0,2
UD. Carissa Nusa Yudi,4.0,-0.09361635263793051,-1.6985168961513415,-0.1416478070840156,1.0,4.0,0.7077164650774748,1,1,1,2
UD. Koko Kusumajati,4.0,0.35589182992999596,-0.35044562625720405,-1.6617378144322414,0.0,1.0,-1.2866501388197231,0,1,0,1
UD. Qisya Artha Ujang,5.0,-1.6150286628678356,0.16804332370207964,-0.1416478070840156,1.0,3.0,1.1122176281254073,1,1,0,2
UD. Omar Malam,1.0,-0.8543225077528831,1.5506805235935028,0.13473219425202548,0.0,2.0,-0.06611184684030923,0,0,1,1
UD. Gilangga Jayengprana,1.0,1.1511755375501735,-0.3850115562544896,-1.1089778117601592,0.0,0.0,1.295122501851429,0,1,0,1
UD. Nando Satria,4.0,-0.9926327177737835,1.5506805235935028,-0.1416478070840156,1.0,0.0,-1.5012116253060177,0,1,0,2
UD. Gani Nirmala,4.0,-0.2665041151640561,1.619812383588074,1.1020621989281691,0.0,1.0,-0.7309007148060419,0,0,1,1
UD. Fira Prawira,2.0,-1.0617878227842337,0.8939278536450768,-0.9707878110921387,0.0,2.4,1.5659624110226533,1,1,0,1
UD. Echa Harmoni,4.0,1.4623735100971997,-0.8689345762164877,-0.9707878110921387,1.0,3.0,-1.3886547799361584,1,1,0,2
UD. Jay Wiraatmaja,1.0,-0.09361635263793051,-0.9380664362110589,0.41111219558806655,1.0,0.0,-1.342928561504653,0,0,1,2
UD. Farhan Asih,5.0,1.53152861510765,-0.2467478362653473,-1.5235478137642209,1.0,0.0,-0.445991199963585,0,1,0,2
UD. Weni Segar,4.0,0.35589182992999596,-0.0739181862789194,1.3784422002642103,0.0,1.0,1.2775354947623885,0,0,1,1
UD. Daffa Wiyata,2.0,-0.9580551652685584,1.446982733601646,-1.3853578130962003,1.0,4.0,-1.2936849416553393,1,1,0,2
UD. Irma Binasena,4.0,0.35589182992999596,1.619812383588074,0.272922194920046,1.0,0.0,0.9574519657418505,0,0,0,2
UD. Hanafi Senja Tomi,4.0,1.0128653275292732,-0.41957748625177516,0.6874921969241076,1.0,1.0,1.5976190237829264,0,0,1,2
UD. Iman Persada,1.0,0.4250469349404462,1.377850873607075,-0.2798378077520361,1.0,3.0,0.8976561416391127,1,1,1,2
UD. Nadia Artha,4.0,-1.0963653752894589,-0.9035005062137733,-0.9707878110921387,0.0,0.0,0.8624821274610316,0,1,0,1
UD. Carissa Sundawa,4.0,0.8399775650031476,-1.5602531761621992,0.549302196256087,1.0,1.0,-0.3932301786964634,0,0,1,2
UD. Pandu Jayawarsa Marwan,2.0,0.8745551175083727,0.34087297368850755,-1.1089778117601592,1.0,4.0,-1.2936849416553393,1,1,0,2
UD. Galih Putri Qasya,5.0,1.7044163776337755,-1.1454620161947724,-0.4180278084200566,0.0,2.0,-1.1072626665115095,0,1,0,1
UD. Cinta Damai,5.0,-1.3038306903208094,-0.45414341624906074,-0.2798378077520361,1.0,0.0,0.27577957097063915,0,1,0,2
UD. Zulkarnaen Sentosa,4.0,-1.6841837678782858,-1.2145938761893436,1.2402521995961897,1.0,1.0,1.390092340132248,0,0,1,2
UD. Salsa Sarwono,1.0,0.010116304877744831,0.548268553672221,-0.6944078097560977,0.0,2.0,0.7534426835089802,0,1,1,1
UD. Eni Atma,2.0,0.8399775650031476,1.6543783135853596,-1.3853578130962003,1.0,4.0,-1.314789350162188,1,1,0,2
UD. Tami Widjaja,4.0,-1.7187613203835108,-1.0417642262029156,1.3784422002642103,1.0,0.0,-0.7062789048813851,0,0,0,2
UD. Elok Luhur,4.0,-0.33565922017450633,-0.6961049262300598,-0.0034578064159950473,1.0,2.6,0.9785563742486992,1,1,1,2
UD. Bella Suci,5.0,-1.4075633478364848,-1.180027946192058,-0.9707878110921387,1.0,2.0,0.2223150694199557,0,1,0,2
UD. Inten Sumirat,4.0,-1.6496062153730606,-0.21218190626806172,-1.6617378144322414,0.0,3.0,1.1860830578993775,1,1,0,1
UD. Dea Sukma,5.0,-1.476718452846935,0.30630704369122197,1.3784422002642103,0.0,3.0,-0.49875222123070667,1,0,0,1
UD. Pandu Atma,1.0,1.0128653275292732,-1.5948191061594847,0.272922194920046,0.0,1.0,-1.2127847090457529,0,0,1,1
UD. Fitri Senopati,5.0,-0.5085469827006319,-0.6615389962327742,1.5166322009322308,1.0,2.0,-1.0298798353197312,0,0,1,2
UD. Wenda Panembahan,2.0,-0.37023677267973143,-0.8343686462192021,1.2402521995961897,0.0,3.0,0.5459159998583017,1,0,1,1
UD. Lidya Jati,2.0,-0.4048143251849565,-0.31587969625991846,0.549302196256087,1.0,0.0,-0.9560144055457609,0,0,0,2
UD. Nindy Berkarya,5.0,1.1511755375501735,0.8939278536450768,-0.6944078097560977,1.0,1.0,-1.1389192792717826,0,1,0,2
UD. Gadis Trisudira,2.0,-0.12819390514315562,-1.663950966154056,-1.5235478137642209,0.0,4.0,-0.6324134751074149,1,1,0,1
UD. Weni Manik,4.0,0.32131427742477087,-1.4565553861703424,1.6548222016002512,1.0,0.0,1.38657493871444,0,0,0,2
UD. Heri Taruna,5.0,-1.476718452846935,0.9630597136396479,0.272922194920046,1.0,1.0,0.5916422182898071,0,0,0,2
UD. Naufal Trisula,4.0,0.8054000124979225,-0.9035005062137733,0.41111219558806655,1.0,3.0,0.6584728452281613,1,0,1,2
UD. Qamar Putra,5.0,-0.47396943019540677,-0.35044562625720405,0.549302196256087,1.0,4.0,0.8835865359678803,1,0,0,2
UD. Zara Senja,1.0,0.4250469349404462,-0.8689345762164877,1.2402521995961897,0.4,0.0,1.38657493871444,0,0,1,2
UD. Iman Satria,5.0,1.566106167612875,0.4100048336830787,1.1020621989281691,0.0,2.0,0.4790853729199477,0,0,1,1
UD. Fauzan Lingga,2.0,-0.8197449552476579,0.2717411136939364,-1.1089778117601592,1.0,4.0,0.43335915448844226,1,1,0,2
UD. Viani Sudharmo,2.0,1.53152861510765,0.7210982036586489,-0.9707878110921387,0.0,3.0,-0.7555225247306986,1,1,0,1
UD. Andi Warna Mira,1.0,-0.0728698211347954,-0.6269730662354887,-0.9707878110921387,1.0,4.0,-1.3007197444909555,1,1,1,2
UD. Kamil Tengah,2.0,-0.4048143251849565,1.2741530836152182,-0.2798378077520361,1.0,3.0,-1.4941768224704015,1,1,0,2
UD. Leni Utama,5.0,-1.5458735578573854,-0.14305004627349055,-0.6944078097560977,1.0,1.0,1.2247744734952668,0,1,0,2
UD. Rendi Ranggalawe,2.0,1.0474428800344984,-0.8343686462192021,0.272922194920046,0.0,0.0,-1.2585109274772581,0,0,0,1
UD. Agus Persada Nara,1.0,-1.4075633478364848,-0.2813137662626329,-1.2471678124281798,0.0,1.0,1.062974008276094,0,1,1,1
